-0.352218669,0.534998454,0.767931418
-0.268059488,0.398120221,0.877293794
-0.324204389,0.152308784,0.933645301
-0.329055912,-0.038344748,0.943531603
-0.299243863,-0.19076049,0.934913657
-0.146339719,0.413311597,0.898753698
-0.142101549,0.293616224,0.945302419
-0.157860122,-0.030630255,0.986986307
-0.13856935,-0.246487443,0.959188446
-0.133042898,-0.37950385,0.915574363
0.17169639,0.403400133,0.898770651
0.218034163,0.243318082,0.945122963
0.203686474,-0.018383043,0.978863568
0.205531867,-0.283238647,0.936767058
0.171737627,-0.401790324,0.899483587
0.336626889,0.593942377,0.730694732
0.375677881,0.50562956,0.776662654
0.402698538,0.297412675,0.865667135
0.42807223,0.099271368,0.898275771
0.437957751,-0.045851328,0.89782552
