# Version,,,,,,,,,,,,,,,,,,,,,,
MajorVersion, MinorVersion,,,,,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
# Detector Count (1),,,,,,,,,,,,,,,,,,,,,,
DetectorCount,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
# Detector Parameters (7),,,,,,,,,,,,,,,,,,,,,,
DetectorIndex, DetectorPageCount, DetectorCellXSize, DetectorCellYSize, DetectorNormalizer, DarkFieldPageCount, FlatFieldPageCount,,,,,,,,,,,,,,,,
0,360,0.18,0.18,4.00E-05,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
# Page Parameters (23),,,,,,,,,,,,,,,,,,,,,,
PageIndex, SourceLocationX, SourceLocationY, SourceLocationZ, SourceEulerAngle0, SourceEulerAngle1, SourceEulerAngle2, SourceEulerSequence, DetectorLocationX, DetectorLocationY, DetectorLocationZ, DetectorEulerAngle0, DetectorEulerAngle1, DetectorEulerAngle2, DetectorEulerSequence, ObjectLocationX, ObjectLocationY, ObjectLocationZ, ObjectEulerAngle0, ObjectEulerAngle1, ObjectEulerAngle2, ObjectEulerSequence, FilteringAngle
104,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.688889,0,10,416,0,0, EEulerSequence_Extrinsic_XYZ,88.18
105,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.666667,0,10,420,0,0, EEulerSequence_Extrinsic_XYZ,88.18
106,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.644444,0,10,424,0,0, EEulerSequence_Extrinsic_XYZ,88.18
107,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.622222,0,10,428,0,0, EEulerSequence_Extrinsic_XYZ,88.18
108,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.6,0,10,432,0,0, EEulerSequence_Extrinsic_XYZ,88.18
109,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.577778,0,10,436,0,0, EEulerSequence_Extrinsic_XYZ,88.18
110,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.555556,0,10,440,0,0, EEulerSequence_Extrinsic_XYZ,88.18
111,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.533333,0,10,444,0,0, EEulerSequence_Extrinsic_XYZ,88.18
112,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.511111,0,10,448,0,0, EEulerSequence_Extrinsic_XYZ,88.18
113,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.488889,0,10,452,0,0, EEulerSequence_Extrinsic_XYZ,88.18
114,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.466667,0,10,456,0,0, EEulerSequence_Extrinsic_XYZ,88.18
115,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.444444,0,10,460,0,0, EEulerSequence_Extrinsic_XYZ,88.18
116,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.422222,0,10,464,0,0, EEulerSequence_Extrinsic_XYZ,88.18
117,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.4,0,10,468,0,0, EEulerSequence_Extrinsic_XYZ,88.18
118,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.377778,0,10,472,0,0, EEulerSequence_Extrinsic_XYZ,88.18
119,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.355556,0,10,476,0,0, EEulerSequence_Extrinsic_XYZ,88.18
120,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.333333,0,10,480,0,0, EEulerSequence_Extrinsic_XYZ,88.18
121,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.311111,0,10,484,0,0, EEulerSequence_Extrinsic_XYZ,88.18
122,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.288889,0,10,488,0,0, EEulerSequence_Extrinsic_XYZ,88.18
123,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.266667,0,10,492,0,0, EEulerSequence_Extrinsic_XYZ,88.18
124,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.244444,0,10,496,0,0, EEulerSequence_Extrinsic_XYZ,88.18
125,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.222222,0,10,500,0,0, EEulerSequence_Extrinsic_XYZ,88.18
126,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.2,0,10,504,0,0, EEulerSequence_Extrinsic_XYZ,88.18
127,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.177778,0,10,508,0,0, EEulerSequence_Extrinsic_XYZ,88.18
128,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.155556,0,10,512,0,0, EEulerSequence_Extrinsic_XYZ,88.18
129,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.133333,0,10,516,0,0, EEulerSequence_Extrinsic_XYZ,88.18
130,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.111111,0,10,520,0,0, EEulerSequence_Extrinsic_XYZ,88.18
131,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.088889,0,10,524,0,0, EEulerSequence_Extrinsic_XYZ,88.18
132,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.066667,0,10,528,0,0, EEulerSequence_Extrinsic_XYZ,88.18
133,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.044444,0,10,532,0,0, EEulerSequence_Extrinsic_XYZ,88.18
134,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1.022222,0,10,536,0,0, EEulerSequence_Extrinsic_XYZ,88.18
135,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-1,0,10,540,0,0, EEulerSequence_Extrinsic_XYZ,88.18
136,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.977778,0,10,544,0,0, EEulerSequence_Extrinsic_XYZ,88.18
137,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.955556,0,10,548,0,0, EEulerSequence_Extrinsic_XYZ,88.18
138,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.933333,0,10,552,0,0, EEulerSequence_Extrinsic_XYZ,88.18
139,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.911111,0,10,556,0,0, EEulerSequence_Extrinsic_XYZ,88.18
140,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.888889,0,10,560,0,0, EEulerSequence_Extrinsic_XYZ,88.18
141,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.866667,0,10,564,0,0, EEulerSequence_Extrinsic_XYZ,88.18
142,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.844444,0,10,568,0,0, EEulerSequence_Extrinsic_XYZ,88.18
143,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.822222,0,10,572,0,0, EEulerSequence_Extrinsic_XYZ,88.18
144,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.8,0,10,576,0,0, EEulerSequence_Extrinsic_XYZ,88.18
145,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.777778,0,10,580,0,0, EEulerSequence_Extrinsic_XYZ,88.18
146,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.755556,0,10,584,0,0, EEulerSequence_Extrinsic_XYZ,88.18
147,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.733333,0,10,588,0,0, EEulerSequence_Extrinsic_XYZ,88.18
148,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.711111,0,10,592,0,0, EEulerSequence_Extrinsic_XYZ,88.18
149,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.688889,0,10,596,0,0, EEulerSequence_Extrinsic_XYZ,88.18
150,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.666667,0,10,600,0,0, EEulerSequence_Extrinsic_XYZ,88.18
151,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.644444,0,10,604,0,0, EEulerSequence_Extrinsic_XYZ,88.18
152,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.622222,0,10,608,0,0, EEulerSequence_Extrinsic_XYZ,88.18
153,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.6,0,10,612,0,0, EEulerSequence_Extrinsic_XYZ,88.18
154,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.577778,0,10,616,0,0, EEulerSequence_Extrinsic_XYZ,88.18
155,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.555556,0,10,620,0,0, EEulerSequence_Extrinsic_XYZ,88.18
156,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.533333,0,10,624,0,0, EEulerSequence_Extrinsic_XYZ,88.18
157,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.511111,0,10,628,0,0, EEulerSequence_Extrinsic_XYZ,88.18
158,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.488889,0,10,632,0,0, EEulerSequence_Extrinsic_XYZ,88.18
159,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.466667,0,10,636,0,0, EEulerSequence_Extrinsic_XYZ,88.18
160,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.444444,0,10,640,0,0, EEulerSequence_Extrinsic_XYZ,88.18
161,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.422222,0,10,644,0,0, EEulerSequence_Extrinsic_XYZ,88.18
162,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.4,0,10,648,0,0, EEulerSequence_Extrinsic_XYZ,88.18
163,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.377778,0,10,652,0,0, EEulerSequence_Extrinsic_XYZ,88.18
164,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.355556,0,10,656,0,0, EEulerSequence_Extrinsic_XYZ,88.18
165,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.333333,0,10,660,0,0, EEulerSequence_Extrinsic_XYZ,88.18
166,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.311111,0,10,664,0,0, EEulerSequence_Extrinsic_XYZ,88.18
167,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.288889,0,10,668,0,0, EEulerSequence_Extrinsic_XYZ,88.18
168,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.266667,0,10,672,0,0, EEulerSequence_Extrinsic_XYZ,88.18
169,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.244444,0,10,676,0,0, EEulerSequence_Extrinsic_XYZ,88.18
170,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.222222,0,10,680,0,0, EEulerSequence_Extrinsic_XYZ,88.18
171,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.2,0,10,684,0,0, EEulerSequence_Extrinsic_XYZ,88.18
172,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.177778,0,10,688,0,0, EEulerSequence_Extrinsic_XYZ,88.18
173,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.155556,0,10,692,0,0, EEulerSequence_Extrinsic_XYZ,88.18
174,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.133333,0,10,696,0,0, EEulerSequence_Extrinsic_XYZ,88.18
175,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.111111,0,10,700,0,0, EEulerSequence_Extrinsic_XYZ,88.18
176,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.088889,0,10,704,0,0, EEulerSequence_Extrinsic_XYZ,88.18
177,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.066667,0,10,708,0,0, EEulerSequence_Extrinsic_XYZ,88.18
178,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.044444,0,10,712,0,0, EEulerSequence_Extrinsic_XYZ,88.18
179,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,-0.022222,0,10,716,0,0, EEulerSequence_Extrinsic_XYZ,88.18
180,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,10,720,0,0, EEulerSequence_Extrinsic_XYZ,88.18
181,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.022222,0,10,724,0,0, EEulerSequence_Extrinsic_XYZ,88.18
182,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.044444,0,10,728,0,0, EEulerSequence_Extrinsic_XYZ,88.18
183,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.066667,0,10,732,0,0, EEulerSequence_Extrinsic_XYZ,88.18
184,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.088889,0,10,736,0,0, EEulerSequence_Extrinsic_XYZ,88.18
185,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.111111,0,10,740,0,0, EEulerSequence_Extrinsic_XYZ,88.18
186,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.133333,0,10,744,0,0, EEulerSequence_Extrinsic_XYZ,88.18
187,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.155556,0,10,748,0,0, EEulerSequence_Extrinsic_XYZ,88.18
188,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.177778,0,10,752,0,0, EEulerSequence_Extrinsic_XYZ,88.18
189,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.2,0,10,756,0,0, EEulerSequence_Extrinsic_XYZ,88.18
190,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.222222,0,10,760,0,0, EEulerSequence_Extrinsic_XYZ,88.18
191,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.244444,0,10,764,0,0, EEulerSequence_Extrinsic_XYZ,88.18
192,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.266667,0,10,768,0,0, EEulerSequence_Extrinsic_XYZ,88.18
193,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.288889,0,10,772,0,0, EEulerSequence_Extrinsic_XYZ,88.18
194,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.311111,0,10,776,0,0, EEulerSequence_Extrinsic_XYZ,88.18
195,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.333333,0,10,780,0,0, EEulerSequence_Extrinsic_XYZ,88.18
196,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.355556,0,10,784,0,0, EEulerSequence_Extrinsic_XYZ,88.18
197,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.377778,0,10,788,0,0, EEulerSequence_Extrinsic_XYZ,88.18
198,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.4,0,10,792,0,0, EEulerSequence_Extrinsic_XYZ,88.18
199,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.422222,0,10,796,0,0, EEulerSequence_Extrinsic_XYZ,88.18
200,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.444444,0,10,800,0,0, EEulerSequence_Extrinsic_XYZ,88.18
201,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.466667,0,10,804,0,0, EEulerSequence_Extrinsic_XYZ,88.18
202,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.488889,0,10,808,0,0, EEulerSequence_Extrinsic_XYZ,88.18
203,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.511111,0,10,812,0,0, EEulerSequence_Extrinsic_XYZ,88.18
204,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.533333,0,10,816,0,0, EEulerSequence_Extrinsic_XYZ,88.18
205,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.555556,0,10,820,0,0, EEulerSequence_Extrinsic_XYZ,88.18
206,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.577778,0,10,824,0,0, EEulerSequence_Extrinsic_XYZ,88.18
207,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.6,0,10,828,0,0, EEulerSequence_Extrinsic_XYZ,88.18
208,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.622222,0,10,832,0,0, EEulerSequence_Extrinsic_XYZ,88.18
209,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.644444,0,10,836,0,0, EEulerSequence_Extrinsic_XYZ,88.18
210,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.666667,0,10,840,0,0, EEulerSequence_Extrinsic_XYZ,88.18
211,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.688889,0,10,844,0,0, EEulerSequence_Extrinsic_XYZ,88.18
212,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.711111,0,10,848,0,0, EEulerSequence_Extrinsic_XYZ,88.18
213,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.733333,0,10,852,0,0, EEulerSequence_Extrinsic_XYZ,88.18
214,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.755556,0,10,856,0,0, EEulerSequence_Extrinsic_XYZ,88.18
215,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.777778,0,10,860,0,0, EEulerSequence_Extrinsic_XYZ,88.18
216,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.8,0,10,864,0,0, EEulerSequence_Extrinsic_XYZ,88.18
217,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.822222,0,10,868,0,0, EEulerSequence_Extrinsic_XYZ,88.18
218,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.844444,0,10,872,0,0, EEulerSequence_Extrinsic_XYZ,88.18
219,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.866667,0,10,876,0,0, EEulerSequence_Extrinsic_XYZ,88.18
220,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.888889,0,10,880,0,0, EEulerSequence_Extrinsic_XYZ,88.18
221,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.911111,0,10,884,0,0, EEulerSequence_Extrinsic_XYZ,88.18
222,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.933333,0,10,888,0,0, EEulerSequence_Extrinsic_XYZ,88.18
223,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.955556,0,10,892,0,0, EEulerSequence_Extrinsic_XYZ,88.18
224,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,0.977778,0,10,896,0,0, EEulerSequence_Extrinsic_XYZ,88.18
225,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1,0,10,900,0,0, EEulerSequence_Extrinsic_XYZ,88.18
226,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.022222,0,10,904,0,0, EEulerSequence_Extrinsic_XYZ,88.18
227,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.044444,0,10,908,0,0, EEulerSequence_Extrinsic_XYZ,88.18
228,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.066667,0,10,912,0,0, EEulerSequence_Extrinsic_XYZ,88.18
229,0,0,0,0,0,0, EEulerSequence_Extrinsic_XYZ,0,0,60,0,0,0, EEulerSequence_Extrinsic_XYZ,1.088889,0,10,916,0,0, EEulerSequence_Extrinsic_XYZ,88.18
